,numero_viagem_da_linha_no_dia,ordem_veiculo_na_linha_no_dia,duracao_total_realizada,nome_linha,atendimento,empresa,numero_ordem_veiculo,numero_linha,hora_prevista,hora_realizada,duracao_prevista,duracao_realizada,sentido_viagem
10027,10081,02,129.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 07:50:00,2020-10-07 07:54:00,55,66.0,ida
10028,10082,02,129.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 08:45:00,2020-10-07 09:01:00,65,63.0,volta
10029,10083,03,124.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 08:25:00,2020-10-07 08:26:00,50,64.0,ida
10030,10084,03,124.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 09:15:00,2020-10-07 09:30:00,70,60.0,volta
10031,10085,04,134.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 09:00:00,2020-10-07 09:07:00,60,68.0,ida
10032,10086,04,134.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 10:00:00,2020-10-07 10:15:00,65,66.0,volta
10033,10087,01,126.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 09:35:00,2020-10-07 09:32:00,60,64.0,ida
10034,10088,01,126.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 10:35:00,2020-10-07 10:36:00,70,62.0,volta
10035,10089,02,131.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 10:10:00,2020-10-07 10:09:00,55,78.0,ida
10036,10090,02,131.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 11:05:00,2020-10-07 11:27:00,65,53.0,volta
10037,10091,03,119.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 10:45:00,2020-10-07 10:47:00,60,61.0,ida
10038,10092,03,119.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 11:45:00,2020-10-07 11:48:00,70,58.0,volta
10039,10093,04,117.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 11:20:00,2020-10-07 11:41:00,65,61.0,ida
10040,10094,04,117.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 12:25:00,2020-10-07 12:42:00,70,56.0,volta
10041,10095,01,118.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 11:50:00,2020-10-07 11:47:00,60,62.0,ida
10042,10096,01,118.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 12:50:00,2020-10-07 12:49:00,60,56.0,volta
10043,10097,02,126.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 12:20:00,2020-10-07 12:30:00,60,68.0,ida
10044,10098,02,126.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 13:20:00,2020-10-07 13:38:00,70,58.0,volta
10045,10099,03,124.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 13:00:00,2020-10-07 13:03:00,60,56.0,ida
10046,10100,03,124.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 14:00:00,2020-10-07 13:59:00,60,68.0,volta
10047,10101,04,149.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 13:40:00,2020-10-07 13:48:00,60,67.0,ida
10048,10102,04,149.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 14:40:00,2020-10-07 14:55:00,60,82.0,volta
10049,10103,01,155.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 14:20:00,2020-10-07 14:21:00,60,66.0,ida
10050,10104,01,155.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 15:20:00,2020-10-07 15:27:00,75,89.0,volta
10051,10105,02,157.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 15:00:00,2020-10-07 15:00:00,65,68.0,ida
10052,10106,02,157.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 16:05:00,2020-10-07 16:09:00,75,89.0,volta
10053,10107,03,150.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 15:40:00,2020-10-07 15:44:00,70,64.0,ida
10054,10108,03,150.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 16:50:00,2020-10-07 16:48:00,70,86.0,volta
10055,10109,04,165.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 16:15:00,2020-10-07 16:26:00,65,70.0,ida
10056,10110,04,165.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 17:20:00,2020-10-07 17:36:00,80,95.0,volta
10057,10111,01,143.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 16:50:00,2020-10-07 17:05:00,20,66.0,ida
10058,10112,01,143.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 17:10:00,2020-10-07 18:11:00,125,77.0,volta
10059,10113,02,136.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 17:25:00,2020-10-07 17:47:00,65,67.0,ida
10060,10114,02,136.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2432,709,2020-10-07 18:30:00,2020-10-07 18:54:00,75,69.0,volta
10061,10115,03,114.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 18:05:00,2020-10-07 18:17:00,55,56.0,ida
10062,10116,03,114.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 19:00:00,2020-10-07 19:14:00,60,58.0,volta
10063,10117,04,82.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 18:45:00,2020-10-07 19:34:00,55,30.0,ida
10064,10118,04,82.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 19:40:00,2020-10-07 20:04:00,65,52.0,volta
10065,10119,01,49.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 19:30:00,2020-10-07 19:36:00,45,49.0,ida
10066,10120,01,49.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2408,709,2020-10-07 20:15:00,2020-10-07 20:25:00,55,,volta
10067,10121,03,50.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 20:30:00,2020-10-07 20:38:00,50,50.0,ida
10068,10122,03,50.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2414,709,2020-10-07 21:20:00,2020-10-07 21:28:00,55,,volta
10069,10123,04,90.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 21:30:00,2020-10-07 21:29:00,50,45.0,ida
10070,10124,04,90.0,Chã da Jaqueira / Ponta Verde,Mutirão / Ponta Verde (via Farol),Empresa São Francisco,2410,709,2020-10-07 22:20:00,2020-10-07 22:14:00,50,45.0,volta
10071,10125,01,113.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 05:00:00,2020-10-07 04:59:00,60,61.0,ida
10072,10126,01,113.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 06:00:00,2020-10-07 06:00:00,40,52.0,volta
10073,10127,02,104.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 05:20:00,2020-10-07 05:19:00,60,56.0,ida
10074,10128,02,104.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 06:20:00,2020-10-07 06:15:00,40,48.0,volta
10075,10129,03,110.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 05:40:00,2020-10-07 05:40:00,60,60.0,ida
10076,10130,03,110.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 06:40:00,2020-10-07 06:40:00,45,50.0,volta
10077,10131,04,121.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 06:00:00,2020-10-07 05:56:00,60,61.0,ida
10078,10132,04,121.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 07:00:00,2020-10-07 06:58:00,60,60.0,volta
10079,10133,05,114.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 06:15:00,2020-10-07 06:13:00,75,59.0,ida
10080,10134,05,114.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 07:30:00,2020-10-07 07:13:00,35,55.0,volta
10081,10135,06,111.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 06:30:00,2020-10-07 06:30:00,60,62.0,ida
10082,10136,06,111.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 07:30:00,2020-10-07 07:32:00,55,49.0,volta
10083,10137,07,125.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 06:45:00,2020-10-07 06:46:00,60,70.0,ida
10084,10138,07,125.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 07:45:00,2020-10-07 07:57:00,55,55.0,volta
10085,10139,01,132.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 07:00:00,2020-10-07 07:07:00,60,71.0,ida
10086,10140,01,132.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 08:00:00,2020-10-07 08:18:00,60,61.0,volta
10087,10141,02,130.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 07:20:00,2020-10-07 07:20:00,60,76.0,ida
10088,10142,02,130.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 08:20:00,2020-10-07 08:37:00,60,54.0,volta
10089,10143,03,132.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 07:40:00,2020-10-07 07:41:00,60,73.0,ida
10090,10144,03,132.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 08:40:00,2020-10-07 08:54:00,65,59.0,volta
10091,10145,04,141.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 08:00:00,2020-10-07 08:01:00,60,70.0,ida
10092,10146,04,141.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 09:00:00,2020-10-07 09:11:00,60,71.0,volta
10093,10147,05,133.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 08:20:00,2020-10-07 08:26:00,80,68.0,ida
10094,10148,05,133.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 09:40:00,2020-10-07 09:34:00,40,65.0,volta
10095,10149,06,128.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 08:40:00,2020-10-07 08:41:00,60,67.0,ida
10096,10150,06,128.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 09:40:00,2020-10-07 09:49:00,60,61.0,volta
10097,10151,07,75.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2612,710,2020-10-07 09:00:00,2020-10-07 09:12:00,60,75.0,ida
10098,10152,07,75.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2612,710,2020-10-07 10:00:00,2020-10-07 10:27:00,60,,volta
10099,10153,01,130.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 09:20:00,2020-10-07 09:24:00,60,69.0,ida
10100,10154,01,130.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 10:20:00,2020-10-07 10:33:00,60,61.0,volta
10101,10155,02,125.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 09:40:00,2020-10-07 09:40:00,60,73.0,ida
10102,10156,02,125.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 10:40:00,2020-10-07 10:53:00,60,52.0,volta
10103,10157,03,132.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2006,710,2020-10-07 10:00:00,2020-10-07 10:10:00,60,73.0,ida
10104,10158,03,132.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2006,710,2020-10-07 11:00:00,2020-10-07 11:23:00,60,59.0,volta
10105,10159,04,123.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 10:20:00,2020-10-07 10:26:00,60,68.0,ida
10106,10160,04,123.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 11:20:00,2020-10-07 11:34:00,60,55.0,volta
10107,10161,05,123.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 10:40:00,2020-10-07 10:46:00,60,64.0,ida
10108,10162,05,123.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 11:40:00,2020-10-07 11:50:00,60,59.0,volta
10109,10163,06,108.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 11:00:00,2020-10-07 11:01:00,60,58.0,ida
10110,10164,06,108.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 12:00:00,2020-10-07 11:59:00,60,50.0,volta
10111,10165,07,121.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 11:20:00,2020-10-07 11:34:00,60,60.0,ida
10112,10166,07,121.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 12:20:00,2020-10-07 12:34:00,85,61.0,volta
10113,10167,01,59.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 11:40:00,2020-10-07 11:43:00,60,59.0,ida
10114,10168,01,59.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 12:40:00,2020-10-07 12:42:00,75,,volta
10115,10169,02,115.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 12:00:00,2020-10-07 11:59:00,60,61.0,ida
10116,10170,02,115.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 13:00:00,2020-10-07 13:00:00,70,54.0,volta
10117,10171,03,123.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 12:20:00,2020-10-07 12:30:00,60,64.0,ida
10118,10172,03,123.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 13:20:00,2020-10-07 13:34:00,70,59.0,volta
10119,10173,04,114.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 12:40:00,2020-10-07 12:40:00,70,59.0,ida
10120,10174,04,114.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 13:50:00,2020-10-07 13:39:00,50,55.0,volta
10121,10175,05,123.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 13:00:00,2020-10-07 12:59:00,60,63.0,ida
10122,10176,05,123.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 14:00:00,2020-10-07 14:02:00,70,60.0,volta
10123,10177,06,124.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 13:25:00,2020-10-07 13:23:00,60,60.0,ida
10124,10178,06,124.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 14:25:00,2020-10-07 14:23:00,70,64.0,volta
10125,10179,07,59.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 13:50:00,2020-10-07 13:50:00,60,59.0,ida
10126,10180,07,59.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 14:50:00,2020-10-07 14:49:00,50,,volta
10127,10181,01,145.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 14:15:00,2020-10-07 14:16:00,60,56.0,ida
10128,10182,01,145.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 15:15:00,2020-10-07 15:12:00,75,89.0,volta
10129,10183,02,137.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 14:40:00,2020-10-07 14:38:00,70,57.0,ida
10130,10184,02,137.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 15:50:00,2020-10-07 15:35:00,65,80.0,volta
10131,10185,03,151.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 15:05:00,2020-10-07 15:06:00,60,61.0,ida
10132,10186,03,151.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 16:05:00,2020-10-07 16:08:00,75,90.0,volta
10133,10187,04,64.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 15:30:00,2020-10-07 15:32:00,60,64.0,ida
10134,10188,04,64.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 16:30:00,2020-10-07 16:36:00,80,,volta
10135,10189,05,145.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 15:50:00,2020-10-07 15:52:00,60,53.0,ida
10136,10190,05,145.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2618,710,2020-10-07 16:50:00,2020-10-07 16:46:00,85,92.0,volta
10137,10191,06,161.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 16:10:00,2020-10-07 16:09:00,60,61.0,ida
10138,10192,06,161.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2609,710,2020-10-07 17:10:00,2020-10-07 17:11:00,85,100.0,volta
10139,10193,07,159.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 16:30:00,2020-10-07 16:31:00,60,68.0,ida
10140,10194,07,159.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2612,710,2020-10-07 17:30:00,2020-10-07 17:39:00,90,91.0,volta
10141,10195,01,147.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 16:50:00,2020-10-07 16:53:00,60,57.0,ida
10142,10196,01,147.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2619,710,2020-10-07 17:50:00,2020-10-07 17:50:00,80,90.0,volta
10143,10197,02,129.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 17:15:00,2020-10-07 17:17:00,60,56.0,ida
10144,10198,02,129.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2603,710,2020-10-07 18:15:00,2020-10-07 18:13:00,80,73.0,volta
10145,10199,03,130.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 17:40:00,2020-10-07 17:42:00,60,60.0,ida
10146,10200,03,130.0,Chã da Jaqueira / Ponta Verde,C. Jaqueira - P Verde (Boa Vista) CARTÃO BEM LEGAL,Empresa São Francisco,2006,710,2020-10-07 18:40:00,2020-10-07 18:42:00,70,70.0,volta
10147,10201,04,115.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 18:05:00,2020-10-07 18:28:00,60,50.0,ida
10148,10202,04,115.0,Chã da Jaqueira / Ponta Verde,Chã da Jaqueira -  P. Verde (via Boa Vista),Empresa São Francisco,2604,710,2020-10-07 19:05:00,2020-10-07 19:19:00,60,65.0,volta
